url_length,hostname_length,path_length,count_hyphens,count_dots,count_at,count_questionmark,count_equals,count_slashes,count_digits,has_ip,has_https,is_shortened
101,21,61,1,3,0,1,1,9,0,0,0,0
30,22,1,0,2,0,0,0,3,0,0,0,0
61,14,40,0,5,0,0,0,6,0,0,0,0
22,14,1,0,2,0,0,0,3,0,0,0,0
41,19,15,0,1,0,0,0,5,0,0,0,0
40,31,1,0,2,0,0,0,3,3,0,1,0
64,36,21,0,2,0,0,0,5,0,0,0,0
73,18,48,1,1,0,0,0,5,19,0,0,0
67,28,31,0,2,0,0,0,6,0,0,1,0
26,18,1,0,2,0,0,0,3,0,0,0,1
46,15,23,0,2,0,0,0,4,0,0,1,0
24,16,0,0,2,0,0,0,2,0,0,1,0
64,14,42,3,2,0,0,0,4,0,0,1,0
74,14,10,1,4,0,1,1,3,4,0,1,0
29,20,1,0,2,0,0,0,3,0,0,1,0
27,16,4,1,2,0,0,0,4,0,0,0,0
68,16,45,1,1,0,0,0,6,20,0,0,0
77,47,22,0,4,0,0,0,4,0,0,1,0
25,17,1,0,2,0,0,0,3,0,0,0,0
108,29,24,4,2,0,1,1,5,24,0,1,0
74,19,48,1,1,0,0,0,9,0,0,0,0
62,39,16,3,2,0,0,0,4,0,0,0,0
55,13,35,0,3,0,0,0,5,0,0,0,0
56,15,34,1,3,0,0,0,6,0,0,0,1
59,33,18,0,8,0,0,0,3,0,0,1,0
60,41,11,2,4,0,0,0,3,7,0,1,1
111,18,86,4,2,0,0,0,6,0,0,0,0
105,23,74,7,2,0,0,0,6,7,0,1,0
172,14,4,2,3,0,1,4,10,20,0,1,0
52,16,29,3,3,0,0,0,3,0,0,0,0
127,50,19,1,4,0,1,3,4,20,0,1,0
34,25,1,0,2,0,0,0,3,0,0,1,0
31,23,1,1,2,0,0,0,3,0,0,0,0
31,23,1,0,2,0,0,0,3,0,0,0,0
34,8,19,1,1,0,0,0,4,1,0,0,0
40,16,16,0,2,0,0,0,4,4,0,1,0
110,16,17,1,2,0,1,1,5,14,0,1,0
95,18,3,1,4,1,1,1,4,7,0,1,1
28,19,1,1,2,0,0,0,3,0,0,1,0
35,27,1,0,2,0,0,0,3,0,0,0,1
380,32,1,2,4,1,1,2,3,48,0,0,0
67,18,42,3,2,0,0,0,6,16,0,0,0
62,19,35,2,2,0,0,0,6,0,0,1,0
32,24,1,0,2,0,0,0,3,0,0,0,0
90,26,57,0,3,0,0,0,7,2,0,0,0
18,10,1,0,1,0,0,0,3,0,0,0,0
59,27,25,0,3,0,0,0,5,2,0,0,0
44,16,21,1,3,0,0,0,4,2,0,0,0
35,14,14,2,2,0,0,0,3,0,0,0,0
34,25,1,0,3,0,0,0,3,0,0,1,0
49,18,23,0,3,0,0,0,4,0,0,1,0
44,14,23,1,1,0,0,0,4,0,0,0,0
57,22,28,0,2,0,0,0,3,0,0,0,0
44,21,16,2,2,0,0,0,4,0,0,0,1
77,15,55,0,2,0,0,0,4,0,0,0,0
28,20,1,0,2,0,0,0,3,0,0,0,0
48,20,20,0,3,0,0,0,5,0,0,1,0
47,15,25,3,2,0,0,0,4,2,0,0,0
46,16,23,1,2,0,0,0,4,3,0,0,0
98,13,55,1,3,0,1,2,10,8,0,1,0
52,15,30,2,1,0,0,0,4,0,0,0,0
144,32,105,2,3,0,0,0,3,9,0,0,0
127,50,19,1,4,0,1,3,4,16,0,1,0
100,19,73,9,3,0,0,0,4,6,0,1,0
48,15,25,1,2,0,0,0,4,0,0,1,0
123,19,97,15,2,0,0,0,4,7,0,0,0
59,21,31,4,2,0,0,0,5,0,0,0,0
58,18,33,3,2,0,0,0,4,4,0,0,0
76,44,24,0,5,0,0,0,5,1,0,1,0
44,27,10,0,2,0,0,0,5,0,0,0,0
218,12,33,1,3,0,1,3,6,69,0,0,0
40,7,26,0,1,0,0,0,6,1,0,0,0
53,21,24,1,3,0,0,0,4,0,0,1,0
22,8,7,0,1,0,0,0,4,0,0,0,0
85,15,28,0,4,0,1,3,7,4,0,0,0
48,15,26,0,3,0,0,0,6,0,0,0,0
86,37,42,3,2,0,0,0,4,0,0,0,1
111,15,89,1,2,0,0,0,10,23,0,0,0
27,19,1,0,2,0,0,0,3,0,0,0,0
85,27,50,5,2,0,0,0,4,0,0,1,0
77,12,58,2,2,0,0,0,8,6,0,0,0
45,19,19,0,2,0,0,0,4,0,0,0,0
126,61,10,4,3,0,1,1,3,38,0,0,0
66,22,37,3,3,0,0,0,3,0,0,0,0
16,9,0,0,1,0,0,0,2,0,0,0,0
29,22,0,0,2,0,0,0,2,0,0,0,0
47,14,26,1,2,0,0,0,5,0,0,0,0
52,21,24,2,2,0,0,0,4,0,0,0,0
37,22,8,0,2,0,0,0,3,0,0,0,0
121,17,25,1,3,0,1,7,5,14,0,1,0
40,17,15,0,2,0,0,0,4,0,0,1,0
131,58,6,0,7,0,1,3,3,18,0,0,0
51,26,18,2,3,0,0,0,3,0,0,0,0
42,11,23,0,2,0,0,0,6,0,0,1,0
57,17,33,0,3,0,0,0,4,2,0,0,0
45,24,14,2,1,0,0,0,5,0,0,0,0
64,20,37,3,2,0,0,0,4,0,0,0,0
126,31,26,0,3,0,1,2,6,32,0,0,0
25,18,0,0,2,0,0,0,2,0,0,0,1
51,19,25,0,2,0,0,0,6,1,0,0,0
47,22,17,0,2,0,0,0,6,2,0,1,0
96,7,1,1,2,0,1,2,3,8,0,1,0
43,21,15,0,2,0,0,0,4,0,0,0,0
58,13,37,4,1,0,0,0,5,6,0,1,0
32,24,1,0,2,0,0,0,3,8,0,0,1
74,13,53,1,4,0,0,0,9,0,0,1,0
34,21,1,0,2,0,0,1,3,0,0,1,0
55,37,11,2,5,0,0,0,3,6,0,0,1
27,18,1,0,2,0,0,0,3,0,0,1,0
35,27,1,0,2,0,0,0,3,0,0,0,1
29,20,1,0,2,0,0,0,3,0,0,1,0
36,19,10,1,2,0,0,0,4,0,0,0,0
76,50,19,1,4,0,0,0,4,10,0,0,0
32,16,8,0,1,0,0,0,4,0,0,1,0
68,11,50,3,1,0,0,0,7,5,0,0,0
92,36,49,1,2,0,0,0,5,8,0,0,0
23,14,1,0,2,0,0,0,3,0,0,1,0
37,29,1,0,2,0,0,0,3,0,0,0,0
38,18,12,1,3,0,0,0,3,1,0,1,0
24,16,1,0,2,0,0,0,3,0,0,0,0
34,26,1,0,2,0,0,0,3,0,0,0,0
51,17,26,0,3,0,0,0,4,0,0,1,0
72,14,51,0,4,0,0,0,8,10,0,0,0
30,21,1,0,2,0,0,0,3,0,0,1,0
36,27,1,0,2,0,0,0,3,0,0,1,1
21,13,1,0,1,0,0,0,3,0,0,0,0
26,18,1,0,2,0,0,0,3,0,0,0,0
55,46,1,3,2,0,0,0,3,12,0,1,1
15,4,4,0,1,0,0,0,3,1,0,0,0
17,10,0,0,1,0,0,0,2,0,0,0,1
30,13,10,0,3,0,0,0,4,10,0,0,0
20,7,6,0,1,0,0,0,3,0,0,0,0
38,14,17,0,3,0,0,0,5,0,0,0,0
35,26,1,0,2,0,0,0,3,0,0,1,1
204,15,23,0,3,0,1,3,6,79,0,1,0
39,16,16,0,3,0,0,0,4,4,0,0,0
37,28,1,1,2,0,0,0,3,0,0,1,1
42,15,19,0,1,0,0,0,6,0,0,1,0
51,42,1,2,2,0,0,0,3,0,0,1,0
26,17,1,0,2,0,0,0,3,0,0,1,0
60,18,35,0,4,0,0,0,7,9,0,0,0
23,14,1,0,3,0,0,0,3,0,0,1,1
17,10,0,0,1,0,0,0,2,0,0,0,0
22,13,1,1,1,0,0,0,3,0,0,1,0
54,14,33,0,1,0,0,0,3,21,0,0,0
94,21,65,3,3,0,0,0,9,0,0,1,0
90,6,1,1,6,0,1,0,5,14,0,1,0
54,13,34,1,2,0,0,0,6,5,0,0,0
40,12,21,0,2,0,0,0,5,0,0,0,0
30,21,1,0,2,0,0,0,3,0,0,1,0
25,18,0,0,2,0,0,0,2,0,0,0,0
42,27,8,0,2,0,0,0,4,0,0,0,0
57,16,33,0,2,0,0,0,4,5,0,1,0
81,27,47,0,2,0,0,0,5,17,0,0,0
42,34,1,2,2,0,0,0,3,5,0,0,0
46,34,5,0,4,0,0,0,4,9,0,0,0
101,24,47,1,2,0,1,1,6,20,0,1,0
60,16,37,2,1,0,0,0,7,3,0,0,0
43,34,1,0,2,0,0,0,3,0,0,1,0
54,11,36,1,2,0,0,0,5,0,0,0,0
29,20,1,0,2,0,0,0,3,0,0,1,0
38,12,19,0,2,0,0,0,5,7,0,0,0
28,20,1,0,2,0,0,0,3,0,0,0,0
24,17,0,0,2,0,0,0,2,0,0,0,0
61,16,37,4,2,0,0,0,3,6,0,1,0
50,37,1,2,2,0,1,1,3,1,0,1,1
25,16,1,0,2,0,0,0,3,0,0,1,0
19,6,6,0,1,0,0,0,3,0,0,0,0
48,15,26,0,2,0,0,0,5,3,0,0,0
37,30,0,1,2,0,0,0,2,0,0,0,0
29,20,1,1,2,0,0,0,3,0,0,1,0
36,20,9,0,3,0,0,0,3,0,0,0,0
43,25,11,0,3,0,0,0,3,8,0,0,0
51,18,26,2,3,0,0,0,3,0,0,0,0
21,12,1,0,2,0,0,0,3,0,0,1,0
39,31,1,0,4,0,0,0,3,0,0,0,0
75,42,26,2,5,1,0,0,3,3,0,0,1
64,18,39,3,2,0,0,0,5,0,0,0,0
80,34,39,8,3,0,0,0,3,0,0,0,0
17,10,0,0,1,0,0,0,2,0,0,0,0
44,18,8,0,2,0,1,1,4,0,0,1,0
50,15,28,0,1,0,0,0,5,0,0,0,0
159,13,138,0,4,0,0,0,8,20,0,1,0
41,20,13,1,3,0,0,0,4,0,0,1,0
42,20,15,0,2,0,0,0,3,0,0,0,0
259,13,38,0,6,0,1,0,5,47,0,0,0
128,50,20,1,4,0,1,3,5,21,0,1,0
27,18,1,0,2,0,0,0,3,0,0,1,0
36,9,19,0,2,0,0,0,5,3,0,1,0
65,20,38,1,3,0,0,0,6,2,0,0,0
41,13,21,0,1,0,0,0,6,0,0,0,0
42,34,1,2,3,0,0,0,3,0,0,0,1
42,13,22,0,2,0,0,0,6,0,0,0,0
47,18,21,0,3,0,0,0,4,4,0,1,0
19,12,0,0,2,0,0,0,2,0,0,0,0
70,45,17,2,5,0,0,0,4,17,0,1,1
45,29,9,0,2,0,0,0,4,1,0,0,0
23,15,1,1,2,0,0,0,3,0,0,0,0
31,22,1,0,2,0,0,0,3,0,0,1,1
58,18,1,0,2,0,1,1,3,5,0,1,0
22,14,1,0,2,0,0,0,3,0,0,0,0
83,19,57,0,3,0,0,0,7,0,0,0,0
38,11,20,0,2,0,0,0,5,1,0,0,0
25,10,8,0,2,0,0,0,3,4,0,0,0
47,15,25,1,3,0,0,0,5,0,0,0,0
59,15,37,5,1,0,0,0,4,0,0,0,1
50,27,15,1,2,0,0,0,3,0,0,1,0
17,9,1,0,1,0,0,0,3,2,0,0,0
71,22,41,7,2,0,0,0,3,0,0,1,0
48,28,13,0,1,0,0,0,5,0,0,0,0
21,6,8,0,1,0,0,0,4,1,0,0,0
32,25,0,0,2,0,0,0,2,0,0,0,1
70,16,46,1,2,0,0,0,6,3,0,1,0
24,16,1,0,2,0,0,0,3,0,0,0,0
119,25,86,8,1,0,0,0,6,11,0,1,0
81,20,53,4,2,0,0,0,5,0,0,1,0
22,11,4,0,3,0,0,0,3,0,0,0,0
70,13,49,5,2,0,0,0,6,0,0,1,0
44,35,1,3,2,0,0,0,3,0,0,1,0
29,20,1,1,2,0,0,0,3,0,0,1,0
24,16,1,0,2,0,0,0,3,0,0,0,0
128,50,20,1,4,0,1,3,5,19,0,1,0
43,12,24,0,1,0,0,0,5,1,0,0,0
24,15,1,0,2,0,0,0,3,0,0,1,0
39,14,18,0,4,0,0,0,4,1,0,0,0
41,12,22,0,3,0,0,0,4,0,0,0,0
50,12,30,3,2,0,0,0,4,0,0,1,0
41,14,20,0,3,0,0,0,5,4,0,0,0
22,15,0,0,2,0,0,0,2,0,0,0,0
23,15,0,0,3,0,0,0,2,0,0,1,0
114,16,14,1,4,0,1,1,8,6,0,0,0
138,27,95,2,2,0,1,1,7,5,0,0,1
42,11,24,0,2,0,0,0,5,0,0,0,0
43,36,0,0,4,0,0,0,2,0,0,0,0
67,36,23,1,3,0,0,0,4,0,0,1,0
41,13,21,0,2,0,0,0,5,0,0,0,0
41,32,1,0,2,0,0,0,3,3,0,1,0
30,21,1,1,1,0,0,0,3,0,0,1,0
110,15,88,13,2,0,0,0,3,11,0,0,0
62,17,38,5,2,0,0,0,5,1,0,0,0
29,20,1,0,2,0,0,0,3,0,0,1,0
105,18,7,0,2,0,1,3,4,9,0,1,1
77,16,54,0,3,0,0,0,10,0,0,0,0
35,27,1,0,2,0,0,0,3,0,0,0,1
60,26,27,0,3,0,0,0,4,0,0,0,0
53,18,28,0,3,0,0,0,5,0,0,0,0
23,14,1,0,2,0,0,0,3,0,0,1,0
41,17,17,0,3,0,0,0,4,0,0,0,0
59,18,33,1,2,0,0,0,5,5,0,1,0
71,26,37,0,4,0,0,0,7,2,0,1,0
20,12,1,0,2,0,0,0,3,0,0,0,0
124,46,20,0,5,0,1,3,5,16,0,1,0
51,22,21,1,2,0,0,0,4,0,0,1,0
80,13,58,1,3,0,1,0,10,13,0,1,0
40,32,1,0,2,0,0,0,3,1,0,0,0
109,19,82,8,3,0,0,0,4,6,0,1,0
37,29,1,0,2,0,0,0,3,1,0,0,0
145,24,113,7,1,0,0,1,10,30,0,1,0
124,46,20,0,5,0,1,3,5,19,0,1,0
42,33,1,0,3,0,0,0,3,0,0,1,0
22,14,1,0,2,0,0,0,3,0,0,0,0
69,30,0,0,2,0,1,3,2,4,0,1,1
154,38,12,2,5,0,1,1,3,24,0,0,1
165,21,27,6,4,1,0,1,3,54,0,0,0
30,22,1,0,2,0,0,0,3,3,0,0,1
86,19,60,0,4,0,0,0,4,31,0,0,0
23,10,6,0,2,0,0,0,4,0,0,0,0
48,12,29,0,1,0,0,0,7,0,0,0,0
44,36,1,0,3,0,0,0,3,0,0,0,1
35,27,1,0,3,0,0,0,3,0,0,0,0
107,19,80,6,2,0,0,0,7,0,0,1,0
117,42,20,0,4,0,1,3,5,23,0,0,0
88,43,38,1,2,0,0,0,6,0,0,0,0
63,31,25,1,2,0,0,0,4,0,0,0,1
565,29,40,0,3,0,1,1,6,140,0,0,0
47,29,10,0,2,0,0,0,4,0,0,1,0
36,19,10,0,2,0,0,0,4,0,0,0,0
48,14,11,0,2,0,1,0,3,3,0,1,0
29,18,3,0,2,0,0,0,3,3,0,1,0
41,14,19,2,2,0,0,0,3,0,0,1,0
35,14,13,0,2,0,0,0,3,0,0,1,0
52,15,30,0,3,0,0,0,5,0,0,0,0
21,13,1,0,2,0,0,0,3,2,0,0,0
121,13,18,1,7,0,2,2,14,2,0,0,0
36,27,1,0,2,0,0,0,3,0,0,1,0
32,25,0,0,2,0,0,0,2,1,0,0,1
85,20,58,1,4,0,0,0,8,5,0,0,0
22,13,1,0,2,0,0,0,3,1,0,1,0
49,17,25,1,1,0,0,0,7,0,0,0,0
52,19,1,0,4,1,1,1,3,0,0,1,1
58,17,34,3,3,0,0,0,5,19,0,0,0
80,15,58,0,2,0,0,0,6,21,0,0,0
38,20,11,1,3,0,0,0,3,0,0,0,0
27,20,0,0,2,0,0,0,2,0,0,0,0
21,12,1,0,2,0,0,0,3,0,0,1,0
45,15,23,0,2,0,0,0,4,0,0,0,0
124,24,83,2,2,0,1,1,7,6,0,1,1
27,18,1,0,2,0,0,0,3,0,0,1,0
38,12,6,0,1,0,1,1,4,4,0,0,1
72,18,46,1,3,0,0,0,5,0,0,1,1
80,13,60,0,4,0,0,0,4,46,0,0,0
18,9,1,0,1,0,0,0,3,0,0,1,0
62,44,11,1,4,0,0,0,3,11,0,0,1
18,11,0,0,2,0,0,0,2,0,0,0,0
30,22,1,0,2,0,0,0,3,0,0,0,1
107,17,61,1,3,1,1,1,9,0,0,0,0
88,21,60,5,2,0,0,0,5,1,0,0,0
76,50,19,1,4,0,0,0,4,9,0,0,0
44,12,24,0,4,0,0,0,5,0,0,1,0
31,22,1,0,3,0,0,0,3,0,0,1,0
35,28,0,0,2,0,0,0,2,0,0,0,1
18,7,4,0,1,0,0,0,4,0,0,0,0
38,25,5,0,2,0,0,0,4,8,0,1,0
36,20,8,0,2,0,0,0,4,0,0,1,0
77,27,43,3,2,0,0,0,4,0,0,0,1
61,13,41,3,1,0,0,0,6,5,0,0,0
55,38,10,0,3,0,0,0,3,3,0,0,0
40,26,6,0,4,0,0,0,3,2,0,1,1
36,15,13,0,2,0,0,0,5,0,0,1,0
45,26,11,0,2,0,0,0,4,6,0,1,0
34,11,15,0,1,0,0,0,3,0,0,1,0
52,44,1,0,4,0,0,0,3,11,0,0,1
45,12,26,0,3,0,0,0,5,0,0,0,0
69,14,33,0,2,0,1,1,3,15,0,0,0
67,21,39,0,3,0,0,0,5,0,0,0,0
55,28,1,1,2,0,0,0,4,0,0,1,0
30,23,0,0,2,0,0,0,2,3,0,0,1
150,12,24,0,4,0,1,4,5,30,0,0,0
38,16,15,0,2,0,0,0,4,0,0,0,0
92,31,54,7,2,0,0,0,4,0,0,0,0
25,14,4,0,2,0,0,0,4,0,0,0,0
54,24,23,1,2,0,0,0,5,2,0,0,1
61,17,37,0,3,0,0,0,8,4,0,0,0
74,12,27,0,2,0,1,1,4,2,0,0,0
25,17,1,0,2,0,0,0,3,0,0,0,0
56,20,29,0,3,0,0,0,5,0,0,0,0
68,42,19,0,4,0,0,0,4,10,0,0,0
21,13,1,0,1,0,0,0,3,1,0,0,0
27,15,4,0,2,0,0,0,4,0,0,1,0
77,16,54,0,3,0,0,1,6,1,0,0,0
51,32,11,0,3,0,0,0,3,3,0,1,0
68,42,19,0,4,0,0,0,4,9,0,0,0
60,26,26,0,5,1,0,0,3,2,0,1,1
30,22,1,0,2,0,0,0,3,0,0,0,0
34,25,1,0,2,0,0,0,3,4,0,1,1
31,23,1,0,2,0,0,0,3,0,0,0,0
83,23,53,1,3,0,0,0,9,8,0,0,0
26,17,1,1,2,0,0,0,3,0,0,1,0
73,14,10,1,4,0,1,1,3,4,0,1,0
39,31,1,1,3,0,0,0,3,0,0,0,0
33,24,1,0,2,0,0,0,3,0,0,1,1
113,15,76,1,2,0,1,1,7,10,0,1,0
13,6,0,0,1,0,0,0,2,0,0,0,0
24,15,1,0,2,0,0,0,3,0,0,1,0
130,8,114,10,1,0,0,0,6,0,0,1,0
75,17,51,0,4,0,0,0,9,7,0,0,0
54,46,1,3,4,0,0,0,3,9,0,0,1
78,16,54,4,2,0,0,0,8,8,0,1,0
24,15,1,1,2,0,0,0,3,0,0,1,0
35,27,1,0,2,0,0,0,3,0,0,0,0
28,19,1,2,2,0,0,0,3,0,0,1,0
38,29,1,0,2,0,0,0,3,0,0,1,0
30,22,0,0,2,0,0,0,2,2,0,1,1
24,16,1,0,2,0,0,0,3,1,0,0,0
36,16,13,0,3,0,0,0,3,0,0,0,0
31,14,10,0,3,0,0,0,3,0,0,0,0
26,18,1,0,3,0,0,0,3,0,0,0,0
19,10,1,0,2,0,0,0,3,0,0,1,0
61,14,40,0,2,0,0,0,6,0,0,0,1
40,27,6,0,2,0,0,0,3,0,0,0,0
47,16,23,0,2,0,0,0,4,0,0,1,0
396,68,10,10,19,0,2,13,5,74,0,0,0
24,16,1,0,2,0,0,0,3,0,0,0,0
109,23,13,8,2,0,1,1,4,0,0,1,0
49,28,14,0,1,0,0,0,3,0,0,0,0
35,17,10,0,1,0,0,0,4,3,0,1,0
169,23,139,1,3,0,0,0,11,36,0,0,1
35,27,1,1,3,0,0,0,3,0,0,0,0
33,24,1,0,2,0,0,0,3,1,0,1,1
68,28,10,0,5,1,1,1,3,0,0,1,0
58,24,27,0,5,0,0,0,6,1,0,0,0
66,15,43,2,2,0,0,0,8,0,0,1,0
30,22,1,0,2,0,0,0,3,0,0,0,0
108,44,56,6,2,0,0,0,4,7,0,1,0
33,26,0,0,2,0,0,0,2,0,0,0,1
45,18,20,2,2,0,0,0,5,0,0,0,0
59,10,42,1,2,0,0,0,8,0,0,0,0
44,17,19,0,3,0,0,0,4,0,0,1,1
22,13,1,0,2,0,0,0,3,1,0,1,0
62,16,39,0,3,0,0,0,7,0,0,0,0
111,17,87,8,3,0,0,0,6,7,0,0,0
77,20,9,1,3,0,1,3,3,1,0,0,0
30,22,1,1,2,0,0,0,3,0,0,0,1
87,17,62,4,2,0,0,0,9,8,0,1,0
54,14,33,0,2,0,0,0,3,21,0,0,0
41,13,5,0,2,0,1,1,4,0,0,1,0
68,59,1,7,4,0,0,0,3,6,0,1,1
22,15,0,0,2,0,0,0,2,1,0,0,0
24,16,1,0,3,0,0,0,3,0,0,0,0
21,12,1,0,1,0,0,0,3,0,0,1,0
26,18,1,0,2,0,0,0,3,0,0,0,0
20,13,0,0,2,0,0,0,2,0,0,0,0
26,17,1,0,2,0,0,0,3,0,0,1,0
43,12,23,0,2,0,0,0,4,0,0,1,0
28,20,1,0,2,0,0,0,3,0,0,0,0
43,15,6,0,2,0,1,1,3,2,0,1,0
72,10,55,4,1,0,0,0,5,14,0,0,0
28,20,1,0,2,0,0,0,3,0,0,0,0
51,24,20,0,3,0,0,0,3,0,0,0,0
235,22,40,0,4,0,1,3,6,100,0,0,0
80,22,33,1,3,0,1,1,3,24,0,0,0
95,23,64,1,3,0,0,0,8,4,0,1,0
46,37,1,3,2,0,0,0,3,0,0,1,0
23,16,0,0,2,0,0,0,2,0,0,0,0
31,23,1,1,2,0,0,0,3,0,0,0,0
57,12,24,0,4,0,1,1,5,6,0,0,0
74,20,47,0,4,0,0,0,7,1,0,0,0
56,21,28,0,2,0,0,0,3,1,0,0,0
37,10,20,1,2,0,0,0,5,0,0,0,0
33,26,0,2,2,0,0,0,2,0,0,0,0
47,25,15,0,2,0,0,0,3,0,0,0,0
248,14,58,0,2,0,1,2,6,59,0,0,0
25,18,0,0,2,0,0,0,2,0,0,0,0
68,12,49,0,1,0,0,0,9,0,0,0,0
40,22,11,0,2,0,0,0,3,0,0,0,0
39,30,1,1,2,0,0,0,3,6,0,1,0
276,31,72,0,4,0,1,3,8,100,0,0,0
83,47,29,1,2,0,0,0,6,0,0,0,0
82,18,57,6,2,0,0,0,7,0,0,0,0
27,19,1,0,2,0,0,0,3,0,0,0,0
126,50,20,1,4,0,1,3,5,21,0,1,0
65,36,22,5,3,0,0,0,3,0,0,0,0
54,23,24,1,2,0,0,0,5,1,0,0,0
88,43,38,1,2,0,0,0,6,0,0,0,0
21,13,1,0,2,0,0,0,3,0,0,0,0
53,18,13,0,2,0,1,2,5,2,0,0,0
64,22,35,0,3,0,0,0,6,0,0,0,0
73,35,31,0,3,0,0,0,8,2,0,0,1
128,50,20,1,4,0,1,3,5,18,0,1,0
35,23,4,1,2,0,0,0,4,0,0,1,0
41,33,1,2,2,0,0,0,3,5,0,0,0
32,24,1,0,2,0,0,0,3,0,0,0,0
51,24,20,0,3,0,0,0,4,6,0,0,0
69,21,41,0,3,0,0,0,9,0,0,0,0
55,22,26,0,3,0,0,0,5,0,0,0,0
39,12,4,0,1,0,1,1,4,0,0,0,0
115,21,61,1,4,1,1,1,9,0,0,0,1
79,22,50,3,3,0,0,0,6,6,0,0,0
57,39,10,3,4,0,0,0,3,1,0,1,0
32,23,1,0,2,0,0,0,3,0,0,1,0
34,27,0,0,2,0,0,0,2,0,0,0,1
84,22,55,1,4,0,0,0,9,0,0,0,0
71,17,47,1,2,0,0,0,7,3,0,0,0
65,17,40,6,3,0,0,0,4,0,0,1,0
22,13,1,0,2,0,0,0,3,0,0,1,0
24,15,1,0,2,0,0,0,3,0,0,1,0
59,12,39,3,2,0,0,0,5,4,0,1,1
147,23,116,5,7,1,0,0,7,2,0,1,0
16,9,0,0,2,0,0,0,2,0,0,0,0
34,26,1,0,3,0,0,0,3,0,0,0,0
75,15,53,1,4,0,0,0,6,2,0,0,0
51,21,23,3,1,0,0,0,5,0,0,0,0
74,12,55,2,4,0,0,0,6,5,0,0,0
34,27,0,0,2,0,0,0,2,1,0,0,1
60,22,30,0,3,0,0,0,8,3,0,1,1
57,48,1,3,4,0,0,0,3,9,0,1,1
47,17,23,0,2,0,0,0,5,0,0,0,0
169,10,26,1,6,0,1,2,4,37,0,1,0
28,19,1,0,2,0,0,0,3,0,0,1,0
39,19,13,0,2,0,0,0,4,0,0,0,0
36,29,0,0,2,0,0,0,2,0,0,0,1
30,23,0,0,2,0,0,0,2,0,0,0,1
31,24,0,0,2,0,0,0,2,0,0,0,0
40,16,17,0,1,0,0,0,5,0,0,0,0
116,22,86,12,2,0,0,0,7,9,0,1,0
69,23,38,2,4,0,0,0,7,1,0,1,0
48,11,30,3,2,0,0,0,5,0,0,0,0
38,15,15,0,3,0,0,0,3,0,0,1,0
165,18,140,3,4,1,0,0,3,39,0,0,0
43,21,15,1,2,0,0,0,6,0,0,0,0
48,18,15,1,2,0,2,2,4,4,0,0,0
80,22,34,0,2,0,1,1,4,25,0,0,1
28,13,8,0,1,0,0,0,4,0,0,0,0
69,20,42,1,2,0,0,0,6,0,0,0,0
21,12,2,0,1,0,0,0,3,0,0,0,0
40,18,15,0,2,0,0,0,4,0,0,0,0
35,16,12,0,2,0,0,0,3,0,0,0,0
19,11,0,0,2,0,0,0,2,0,0,1,0
79,28,43,1,4,0,0,1,4,21,0,1,0
60,24,29,2,2,0,0,0,4,10,0,0,0
43,22,14,0,2,0,0,0,5,0,0,0,0
55,12,36,0,4,0,0,0,6,1,0,0,0
199,10,75,5,3,0,1,0,10,20,0,0,0
47,21,19,0,2,0,0,0,4,6,0,0,0
44,36,1,3,3,0,0,0,3,1,0,0,0
63,7,32,2,3,0,1,1,4,2,0,1,1
26,19,0,0,2,0,0,0,2,0,0,0,0
50,32,11,0,6,0,0,0,3,0,0,0,0
57,38,12,2,5,0,0,0,3,9,0,0,1
24,15,1,0,2,0,0,0,3,0,0,1,0
22,13,1,0,2,0,0,0,3,2,0,1,0
30,22,0,0,2,0,0,0,2,0,0,1,0
45,14,24,0,3,0,0,0,5,8,0,0,0
100,18,75,1,3,0,0,0,8,23,0,0,0
74,17,49,2,1,0,0,0,5,8,0,1,0
21,14,0,0,2,0,0,0,2,0,0,0,1
60,20,33,0,4,0,0,0,6,0,0,0,0
127,21,99,7,2,0,0,0,6,0,0,0,0
45,28,10,0,4,0,0,0,3,0,0,0,0
127,50,19,1,4,0,1,3,4,21,0,1,0
52,15,29,1,2,0,0,0,5,6,0,1,1
54,18,22,0,2,0,1,0,5,0,0,1,0
58,19,7,0,1,0,1,1,5,6,0,0,0
52,24,21,0,3,0,0,0,4,0,0,0,0
44,27,9,0,2,0,0,0,3,0,0,1,0
33,11,14,0,2,0,0,0,4,0,0,1,0
38,20,11,0,3,0,0,0,3,0,0,0,0
53,21,25,0,2,0,0,0,6,2,0,0,0
46,19,20,0,2,0,0,0,5,0,0,0,0
77,23,47,0,1,0,0,0,5,24,0,0,0
67,20,40,4,2,0,0,0,7,11,0,0,0
69,23,39,0,3,0,0,0,7,4,0,0,0
43,16,19,0,2,0,0,0,4,0,0,1,0
44,18,18,1,3,0,0,0,4,0,0,1,0
48,14,26,0,2,0,0,0,5,0,0,1,0
74,14,10,1,4,0,1,1,3,11,0,1,0
50,18,25,3,2,0,0,0,5,0,0,0,0
128,50,20,1,4,0,1,3,5,28,0,1,0
119,42,20,0,4,0,1,3,5,20,0,0,0
21,12,1,0,2,0,0,0,3,0,0,1,0
74,27,40,4,2,0,0,0,4,0,0,0,0
60,51,1,0,2,0,0,0,3,0,0,1,0
24,16,1,0,1,0,0,0,3,0,0,0,0
24,15,1,0,2,0,0,0,3,0,0,1,0
30,23,0,0,2,0,0,0,2,0,0,0,0
